"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 22 09:25:03 CST 2019","Fri Nov 22 09:25:03 CST 2019","132","TestCase","test_basic","TestBasic","","","test_basic_01","
            查询中奖记录
        "
